instruction,qubits,duration,error
cz,109;108,6.8e-08,0.0015192662123376666
cz,109;110,6.8e-08,0.001469053719553387
cz,109;118,6.8e-08,0.0013570008705448
cz,110;109,6.8e-08,0.001469053719553387
cz,110;111,6.8e-08,0.00641294952584584
cz,111;98,6.8e-08,0.0021183493977445234
cz,111;110,6.8e-08,0.00641294952584584
cz,111;112,6.8e-08,0.0013359633311103847
cz,112;111,6.8e-08,0.0013359633311103847
cz,112;113,6.8e-08,0.002454201602628464
cz,113;112,6.8e-08,0.002454201602628464
cz,113;114,6.8e-08,0.0031424332732091775
cz,113;119,6.8e-08,0.002004322266561692
cz,114;113,6.8e-08,0.0031424332732091775
cz,114;115,6.8e-08,0.07668454138506559
cz,115;99,6.8e-08,0.015717163225050373
cz,115;114,6.8e-08,0.07668454138506559
cz,116;101,6.8e-08,0.0008737956288479287
cz,116;121,6.8e-08,0.005967451123179285
cz,117;105,6.8e-08,0.0017430074520938532
cz,117;125,6.8e-08,0.0009609687568590264
cz,118;109,6.8e-08,0.0013570008705448
cz,118;129,6.8e-08,0.0034957195106070926
cz,119;113,6.8e-08,0.002004322266561692
cz,119;133,6.8e-08,0.005913126047881051
cz,120;121,6.8e-08,0.001423269774438518
cz,121;116,6.8e-08,0.005967451123179285
cz,121;120,6.8e-08,0.001423269774438518
cz,121;122,6.8e-08,0.0015955100577317582
cz,122;121,6.8e-08,0.0015955100577317582
cz,122;123,6.8e-08,0.00085025609100714
cz,123;122,6.8e-08,0.00085025609100714
cz,123;124,6.8e-08,0.0031744270270159247
cz,123;136,6.8e-08,0.002632269695006434
cz,124;123,6.8e-08,0.0031744270270159247
cz,124;125,6.8e-08,0.0011124795365921591
cz,125;117,6.8e-08,0.0009609687568590264
cz,125;124,6.8e-08,0.0011124795365921591
cz,125;126,6.8e-08,0.0019849350307172275
cz,126;125,6.8e-08,0.0019849350307172275
cz,126;127,6.8e-08,0.001575520798449942
cz,127;126,6.8e-08,0.001575520798449942
cz,127;128,6.8e-08,0.006555128106388808
cz,127;137,6.8e-08,0.0009952262136978807
cz,128;127,6.8e-08,0.006555128106388808
cz,128;129,6.8e-08,0.0021181333669423597
cz,129;118,6.8e-08,0.0034957195106070926
cz,129;128,6.8e-08,0.0021181333669423597
cz,129;130,6.8e-08,0.001472020985066519
cz,130;129,6.8e-08,0.001472020985066519
cz,130;131,6.8e-08,0.0020834497850632516
cz,131;130,6.8e-08,0.0020834497850632516
cz,131;132,6.8e-08,0.0013325206999049433
cz,131;138,6.8e-08,0.0016343177259727781
cz,132;131,6.8e-08,0.0013325206999049433
cz,132;133,6.8e-08,0.0011849991444941865
cz,133;119,6.8e-08,0.005913126047881051
cz,133;132,6.8e-08,0.0011849991444941865
cz,133;134,6.8e-08,0.0018857534684673105
cz,134;133,6.8e-08,0.0018857534684673105
cz,134;135,6.8e-08,0.0011756316988380255
cz,135;134,6.8e-08,0.0011756316988380255
cz,135;139,6.8e-08,0.001425053286234601
cz,136;123,6.8e-08,0.002632269695006434
cz,136;143,6.8e-08,0.0028139237848387177
cz,137;127,6.8e-08,0.0009952262136978807
cz,137;147,6.8e-08,0.006546321947452083
cz,138;131,6.8e-08,0.0016343177259727781
cz,138;151,6.8e-08,0.002369311059789825
cz,139;135,6.8e-08,0.001425053286234601
cz,139;155,6.8e-08,0.001290802855032247
cz,140;141,6.8e-08,0.0014930315066613853
cz,141;140,6.8e-08,0.0014930315066613853
cz,141;142,1.28e-07,0.0018333288310527218
cz,142;141,1.28e-07,0.0018333288310527218
cz,142;143,6.8e-08,0.0025575704230978713
cz,143;136,6.8e-08,0.0028139237848387177
cz,143;142,6.8e-08,0.0025575704230978713
cz,143;144,6.8e-08,0.002727992437090987
cz,144;143,6.8e-08,0.002727992437090987
cz,144;145,6.8e-08,0.0012332501866159917
cz,145;144,6.8e-08,0.0012332501866159917
cz,145;146,6.8e-08,1.0
cz,146;145,6.8e-08,1.0
cz,146;147,6.8e-08,0.0011696893693944332
cz,147;137,6.8e-08,0.006546321947452083
cz,147;146,6.8e-08,0.0011696893693944332
cz,147;148,6.8e-08,0.0031389472293691656
cz,148;147,6.8e-08,0.0031389472293691656
cz,148;149,6.8e-08,0.001088162194178205
cz,149;148,6.8e-08,0.001088162194178205
cz,149;150,6.8e-08,0.0009218090504249932
cz,150;149,6.8e-08,0.0009218090504249932
cz,150;151,6.8e-08,0.0015182516343832664
cz,151;138,6.8e-08,0.002369311059789825
cz,151;150,6.8e-08,0.0015182516343832664
cz,151;152,6.8e-08,0.0012389545111318179
cz,152;151,6.8e-08,0.0012389545111318179
cz,152;153,6.8e-08,1.0
cz,153;152,6.8e-08,1.0
cz,153;154,6.8e-08,1.0
cz,154;153,6.8e-08,1.0
cz,154;155,6.8e-08,0.001568695118797453
cz,155;139,6.8e-08,0.001290802855032247
cz,155;154,6.8e-08,0.001568695118797453
rz,0,0.0,0.0
rz,1,0.0,0.0
rz,2,0.0,0.0
rz,3,0.0,0.0
rz,4,0.0,0.0
rz,5,0.0,0.0
rz,6,0.0,0.0
rz,7,0.0,0.0
rz,8,0.0,0.0
rz,9,0.0,0.0
rz,10,0.0,0.0
rz,11,0.0,0.0
rz,12,0.0,0.0
rz,13,0.0,0.0
rz,14,0.0,0.0
rz,15,0.0,0.0
rz,16,0.0,0.0
rz,17,0.0,0.0
rz,18,0.0,0.0
rz,19,0.0,0.0
rz,20,0.0,0.0
rz,21,0.0,0.0
rz,22,0.0,0.0
rz,23,0.0,0.0
rz,24,0.0,0.0
rz,25,0.0,0.0
rz,26,0.0,0.0
rz,27,0.0,0.0
rz,28,0.0,0.0
rz,29,0.0,0.0
rz,30,0.0,0.0
rz,31,0.0,0.0
rz,32,0.0,0.0
rz,33,0.0,0.0
rz,34,0.0,0.0
rz,35,0.0,0.0
rz,36,0.0,0.0
rz,37,0.0,0.0
rz,38,0.0,0.0
rz,39,0.0,0.0
rz,40,0.0,0.0
rz,41,0.0,0.0
rz,42,0.0,0.0
rz,43,0.0,0.0
rz,44,0.0,0.0
rz,45,0.0,0.0
rz,46,0.0,0.0
rz,47,0.0,0.0
rz,48,0.0,0.0
rz,49,0.0,0.0
rz,50,0.0,0.0
rz,51,0.0,0.0
rz,52,0.0,0.0
rz,53,0.0,0.0
rz,54,0.0,0.0
rz,55,0.0,0.0
rz,56,0.0,0.0
rz,57,0.0,0.0
rz,58,0.0,0.0
rz,59,0.0,0.0
rz,60,0.0,0.0
rz,61,0.0,0.0
rz,62,0.0,0.0
rz,63,0.0,0.0
rz,64,0.0,0.0
rz,65,0.0,0.0
rz,66,0.0,0.0
rz,67,0.0,0.0
rz,68,0.0,0.0
rz,69,0.0,0.0
rz,70,0.0,0.0
rz,71,0.0,0.0
rz,72,0.0,0.0
rz,73,0.0,0.0
rz,74,0.0,0.0
rz,75,0.0,0.0
rz,76,0.0,0.0
rz,77,0.0,0.0
rz,78,0.0,0.0
rz,79,0.0,0.0
rz,80,0.0,0.0
rz,81,0.0,0.0
rz,82,0.0,0.0
rz,83,0.0,0.0
rz,84,0.0,0.0
rz,85,0.0,0.0
rz,86,0.0,0.0
rz,87,0.0,0.0
rz,88,0.0,0.0
rz,89,0.0,0.0
rz,90,0.0,0.0
rz,91,0.0,0.0
rz,92,0.0,0.0
rz,93,0.0,0.0
rz,94,0.0,0.0
rz,95,0.0,0.0
rz,96,0.0,0.0
rz,97,0.0,0.0
rz,98,0.0,0.0
rz,99,0.0,0.0
rz,100,0.0,0.0
rz,101,0.0,0.0
rz,102,0.0,0.0
rz,103,0.0,0.0
rz,104,0.0,0.0
rz,105,0.0,0.0
rz,106,0.0,0.0
rz,107,0.0,0.0
rz,108,0.0,0.0
rz,109,0.0,0.0
rz,110,0.0,0.0
rz,111,0.0,0.0
rz,112,0.0,0.0
rz,113,0.0,0.0
rz,114,0.0,0.0
rz,115,0.0,0.0
rz,116,0.0,0.0
rz,117,0.0,0.0
rz,118,0.0,0.0
rz,119,0.0,0.0
rz,120,0.0,0.0
rz,121,0.0,0.0
rz,122,0.0,0.0
rz,123,0.0,0.0
rz,124,0.0,0.0
rz,125,0.0,0.0
rz,126,0.0,0.0
rz,127,0.0,0.0
rz,128,0.0,0.0
rz,129,0.0,0.0
rz,130,0.0,0.0
rz,131,0.0,0.0
rz,132,0.0,0.0
rz,133,0.0,0.0
rz,134,0.0,0.0
rz,135,0.0,0.0
rz,136,0.0,0.0
rz,137,0.0,0.0
rz,138,0.0,0.0
rz,139,0.0,0.0
rz,140,0.0,0.0
rz,141,0.0,0.0
rz,142,0.0,0.0
rz,143,0.0,0.0
rz,144,0.0,0.0
rz,145,0.0,0.0
rz,146,0.0,0.0
rz,147,0.0,0.0
rz,148,0.0,0.0
rz,149,0.0,0.0
rz,150,0.0,0.0
rz,151,0.0,0.0
rz,152,0.0,0.0
rz,153,0.0,0.0
rz,154,0.0,0.0
rz,155,0.0,0.0
reset,0,2.212e-06,
reset,1,2.212e-06,
reset,2,2.212e-06,
reset,3,2.212e-06,
reset,4,2.212e-06,
reset,5,2.212e-06,
reset,6,2.212e-06,
reset,7,2.212e-06,
reset,8,2.212e-06,
reset,9,2.212e-06,
reset,10,2.212e-06,
reset,11,2.212e-06,
reset,12,2.212e-06,
reset,13,2.212e-06,
reset,14,2.212e-06,
reset,15,2.212e-06,
reset,16,2.212e-06,
reset,17,2.212e-06,
reset,18,2.212e-06,
reset,19,2.212e-06,
reset,20,2.212e-06,
reset,21,2.212e-06,
reset,22,2.212e-06,
reset,23,2.212e-06,
reset,24,2.212e-06,
reset,25,2.212e-06,
reset,26,2.212e-06,
reset,27,2.212e-06,
reset,28,2.212e-06,
reset,29,2.212e-06,
reset,30,2.212e-06,
reset,31,2.212e-06,
reset,32,2.212e-06,
reset,33,2.212e-06,
reset,34,2.212e-06,
reset,35,2.212e-06,
reset,36,2.212e-06,
reset,37,2.212e-06,
reset,38,2.212e-06,
reset,39,2.212e-06,
reset,40,2.212e-06,
reset,41,2.212e-06,
reset,42,2.212e-06,
reset,43,2.212e-06,
reset,44,2.212e-06,
reset,45,2.212e-06,
reset,46,2.212e-06,
reset,47,2.212e-06,
reset,48,2.212e-06,
reset,49,2.212e-06,
reset,50,2.212e-06,
reset,51,2.212e-06,
reset,52,2.212e-06,
reset,53,2.212e-06,
reset,54,2.212e-06,
reset,55,2.212e-06,
reset,56,2.212e-06,
reset,57,2.212e-06,
reset,58,2.212e-06,
reset,59,2.212e-06,
reset,60,2.212e-06,
reset,61,2.212e-06,
reset,62,2.212e-06,
reset,63,2.212e-06,
reset,64,2.212e-06,
reset,65,2.212e-06,
reset,66,2.212e-06,
reset,67,2.212e-06,
reset,68,2.212e-06,
reset,69,2.212e-06,
reset,70,2.212e-06,
reset,71,2.212e-06,
reset,72,2.212e-06,
reset,73,2.212e-06,
reset,74,2.212e-06,
reset,75,2.212e-06,
reset,76,2.212e-06,
reset,77,2.212e-06,
reset,78,2.212e-06,
reset,79,2.212e-06,
reset,80,2.212e-06,
reset,81,2.212e-06,
reset,82,2.212e-06,
reset,83,2.212e-06,
reset,84,2.212e-06,
reset,85,2.212e-06,
reset,86,2.212e-06,
reset,87,2.212e-06,
reset,88,2.212e-06,
reset,89,2.212e-06,
reset,90,2.212e-06,
reset,91,2.212e-06,
reset,92,2.212e-06,
reset,93,2.212e-06,
reset,94,2.212e-06,
reset,95,2.212e-06,
reset,96,2.212e-06,
reset,97,2.212e-06,
reset,98,2.212e-06,
reset,99,2.212e-06,
reset,100,2.212e-06,
reset,101,2.212e-06,
reset,102,2.212e-06,
reset,103,2.212e-06,
reset,104,2.212e-06,
reset,105,2.212e-06,
reset,106,2.212e-06,
reset,107,2.212e-06,
reset,108,2.212e-06,
reset,109,2.212e-06,
reset,110,2.212e-06,
reset,111,2.212e-06,
reset,112,2.212e-06,
reset,113,2.212e-06,
reset,114,2.212e-06,
reset,115,2.212e-06,
reset,116,2.212e-06,
reset,117,2.212e-06,
reset,118,2.212e-06,
reset,119,2.212e-06,
reset,120,2.212e-06,
reset,121,2.212e-06,
reset,122,2.212e-06,
reset,123,2.212e-06,
reset,124,2.212e-06,
reset,125,2.212e-06,
reset,126,2.212e-06,
reset,127,2.212e-06,
reset,128,2.212e-06,
reset,129,2.212e-06,
reset,130,2.212e-06,
reset,131,2.212e-06,
reset,132,2.212e-06,
reset,133,2.212e-06,
reset,134,2.212e-06,
reset,135,2.212e-06,
reset,136,2.212e-06,
reset,137,2.212e-06,
reset,138,2.212e-06,
reset,139,2.212e-06,
reset,140,2.212e-06,
reset,141,2.212e-06,
reset,142,2.212e-06,
reset,143,2.212e-06,
reset,144,2.212e-06,
reset,145,2.212e-06,
reset,146,2.212e-06,
reset,147,2.212e-06,
reset,148,2.212e-06,
reset,149,2.212e-06,
reset,150,2.212e-06,
reset,151,2.212e-06,
reset,152,2.212e-06,
reset,153,2.212e-06,
reset,154,2.212e-06,
reset,155,2.212e-06,
id,0,3.2e-08,0.0001654943325514319
id,1,3.2e-08,0.0001313048506038872
id,2,3.2e-08,0.00014168160537988433
id,3,3.2e-08,0.0003098312296847854
id,4,3.2e-08,0.0001137774674650683
id,5,3.2e-08,0.00012812257009460997
id,6,3.2e-08,0.00014517677661665302
id,7,3.2e-08,0.0002003554020170063
id,8,3.2e-08,0.00010220266456553789
id,9,3.2e-08,0.00010426958053632611
id,10,3.2e-08,0.00016480617992580316
id,11,3.2e-08,0.00021327135435533063
id,12,3.2e-08,0.0001476879207514291
id,13,3.2e-08,0.0005767301169716709
id,14,3.2e-08,0.00025094287425967196
id,15,3.2e-08,9.186142795040613e-05
id,16,3.2e-08,0.00020951488108444084
id,17,3.2e-08,0.00020730830340502757
id,18,3.2e-08,0.00018493160794501195
id,19,3.2e-08,0.00011419277206679077
id,20,3.2e-08,0.00019587113137869253
id,21,3.2e-08,0.00019531492645910478
id,22,3.2e-08,0.00019004706981625734
id,23,3.2e-08,0.00038311973029510023
id,24,3.2e-08,0.00014500935669311301
id,25,3.2e-08,8.615144951115009e-05
id,26,3.2e-08,0.0003266453362033145
id,27,3.2e-08,0.00015416950145424595
id,28,3.2e-08,0.0001300693324731237
id,29,3.2e-08,0.00027894915821795595
id,30,3.2e-08,0.00026645009768207884
id,31,3.2e-08,0.0002011294221137798
id,32,3.2e-08,0.00026357073340846403
id,33,3.2e-08,0.00017357581084490107
id,34,3.2e-08,0.00013232960683572873
id,35,3.2e-08,0.00023801780612320563
id,36,3.2e-08,0.00014886651230451906
id,37,3.2e-08,0.00022240808952361942
id,38,3.2e-08,0.00017994449207405557
id,39,3.2e-08,0.00022126635454713107
id,40,3.2e-08,0.00013646934466905663
id,41,3.2e-08,0.00054014918505329
id,42,3.2e-08,0.00029063393822070425
id,43,3.2e-08,0.00010986390230361251
id,44,3.2e-08,0.0004135076046721758
id,45,3.2e-08,0.0007462638256481187
id,46,3.2e-08,0.001679852116215432
id,47,3.2e-08,0.00015480621485567306
id,48,3.2e-08,0.00022596197514805202
id,49,3.2e-08,0.00012265945172477017
id,50,3.2e-08,0.00020095674367183483
id,51,3.2e-08,0.00019941402145370342
id,52,3.2e-08,0.00025100794145231615
id,53,3.2e-08,0.0001840673563074511
id,54,3.2e-08,0.0003411199857538489
id,55,3.2e-08,0.0002904857806565162
id,56,3.2e-08,0.00013582290396832314
id,57,3.2e-08,0.0005203063485660597
id,58,3.2e-08,0.0002465571804739951
id,59,3.2e-08,0.00033158512822931466
id,60,3.2e-08,0.0001879171650526641
id,61,3.2e-08,0.00013160160683851397
id,62,3.2e-08,0.03007161855527973
id,63,3.2e-08,0.00036495271993467116
id,64,3.2e-08,0.00028247361214735314
id,65,3.2e-08,0.00018326681792302048
id,66,3.2e-08,0.0001061256390503815
id,67,3.2e-08,0.00018444301182789886
id,68,3.2e-08,0.0002304961269345952
id,69,3.2e-08,0.00017917288573307338
id,70,3.2e-08,0.0005290322247229186
id,71,3.2e-08,0.00010407592343978591
id,72,3.2e-08,0.00012362088988714925
id,73,3.2e-08,0.00016643869974190307
id,74,3.2e-08,0.000196963975576236
id,75,3.2e-08,0.0001683190997011283
id,76,3.2e-08,0.000252091007583293
id,77,3.2e-08,0.0002681591626588142
id,78,3.2e-08,0.0002174918799768607
id,79,3.2e-08,0.0001469700967563252
id,80,3.2e-08,0.000165512053218505
id,81,3.2e-08,0.00022949004288290418
id,82,3.2e-08,0.0008837942136319531
id,83,3.2e-08,0.0006192559076423131
id,84,3.2e-08,0.0003376715128522884
id,85,3.2e-08,0.0001388104404268489
id,86,3.2e-08,0.00018062903456131062
id,87,3.2e-08,0.00030654696760320203
id,88,3.2e-08,0.00033734085163677704
id,89,3.2e-08,0.00023199978572232418
id,90,3.2e-08,0.00021370617023242267
id,91,3.2e-08,0.000133560889361736
id,92,3.2e-08,0.00029715960131079886
id,93,3.2e-08,0.00039733307843821473
id,94,3.2e-08,0.0001450616658739706
id,95,3.2e-08,0.0003375076252228794
id,96,3.2e-08,0.0002532350312093465
id,97,3.2e-08,0.00027953941065198386
id,98,3.2e-08,0.0002643897372002852
id,99,3.2e-08,0.0002896959915554472
id,100,3.2e-08,0.00018671576016662507
id,101,3.2e-08,0.00013838158811200753
id,102,3.2e-08,0.00040495107503818294
id,103,3.2e-08,0.00020098138134956237
id,104,3.2e-08,0.00014699785572950335
id,105,3.2e-08,0.002456888067658013
id,106,3.2e-08,0.00019993000290044943
id,107,3.2e-08,0.0003107727425297368
id,108,3.2e-08,0.00019961962891951082
id,109,3.2e-08,0.00023112877047208396
id,110,3.2e-08,0.00029917050954486184
id,111,3.2e-08,0.00010216854104099525
id,112,3.2e-08,0.00013641919379856957
id,113,3.2e-08,0.00010442592026035198
id,114,3.2e-08,0.000259973140726357
id,115,3.2e-08,0.00010757426083136766
id,116,3.2e-08,0.0006785013326942471
id,117,3.2e-08,0.00038771601682832907
id,118,3.2e-08,0.00019873792874308623
id,119,3.2e-08,0.0002631434649868466
id,120,3.2e-08,0.0002697768175041524
id,121,3.2e-08,0.00026169975321877907
id,122,3.2e-08,0.00016456820381918327
id,123,3.2e-08,0.00024075346910069293
id,124,3.2e-08,0.0004398584881549302
id,125,3.2e-08,0.00019192884917826325
id,126,3.2e-08,0.00016067590216127411
id,127,3.2e-08,0.00015496111890350703
id,128,3.2e-08,0.00020871989829436826
id,129,3.2e-08,0.0003715224788748616
id,130,3.2e-08,0.0002542302615864956
id,131,3.2e-08,0.00029963918841305874
id,132,3.2e-08,0.00013252043120314436
id,133,3.2e-08,0.00022057988232551193
id,134,3.2e-08,0.00026406703322469523
id,135,3.2e-08,0.0003282891601416387
id,136,3.2e-08,9.977400656016379e-05
id,137,3.2e-08,0.000181342434586181
id,138,3.2e-08,0.00027146656500980006
id,139,3.2e-08,0.00014112209655112412
id,140,3.2e-08,0.0001651111815184341
id,141,3.2e-08,0.0002155246806990944
id,142,3.2e-08,0.00024502226906553094
id,143,3.2e-08,0.0006634740746041158
id,144,3.2e-08,0.0010383038339926685
id,145,3.2e-08,0.0001545877832668313
id,146,3.2e-08,8.371608924499914e-05
id,147,3.2e-08,0.0002040715418946082
id,148,3.2e-08,0.00013607750157372623
id,149,3.2e-08,0.00011151930360435195
id,150,3.2e-08,0.00033906752373762263
id,151,3.2e-08,0.00017689214075465126
id,152,3.2e-08,0.00015177277833111884
id,153,3.2e-08,9.54616151722827e-05
id,154,3.2e-08,0.0004030526454989528
id,155,3.2e-08,0.00016948657445183682
if_else,,,
measure,0,2.18e-06,0.0054931640625
measure,1,2.18e-06,0.008056640625
measure,2,2.18e-06,0.00927734375
measure,3,2.18e-06,0.005126953125
measure,4,2.18e-06,0.00244140625
measure,5,2.18e-06,0.004638671875
measure,6,2.18e-06,0.0018310546875
measure,7,2.18e-06,0.0184326171875
measure,8,2.18e-06,0.009521484375
measure,9,2.18e-06,0.00439453125
measure,10,2.18e-06,0.0037841796875
measure,11,2.18e-06,0.0030517578125
measure,12,2.18e-06,0.003173828125
measure,13,2.18e-06,0.0025634765625
measure,14,2.18e-06,0.0029296875
measure,15,2.18e-06,0.0025634765625
measure,16,2.18e-06,0.00244140625
measure,17,2.18e-06,0.00439453125
measure,18,2.18e-06,0.007080078125
measure,19,2.18e-06,0.0072021484375
measure,20,2.18e-06,0.004638671875
measure,21,2.18e-06,0.0050048828125
measure,22,2.18e-06,0.004150390625
measure,23,2.18e-06,0.0028076171875
measure,24,2.18e-06,0.00244140625
measure,25,2.18e-06,0.0035400390625
measure,26,2.18e-06,0.0101318359375
measure,27,2.18e-06,0.00439453125
measure,28,2.18e-06,0.03076171875
measure,29,2.18e-06,0.005126953125
measure,30,2.18e-06,0.00830078125
measure,31,2.18e-06,0.0064697265625
measure,32,2.18e-06,0.0040283203125
measure,33,2.18e-06,0.0048828125
measure,34,2.18e-06,0.0050048828125
measure,35,2.18e-06,0.00439453125
measure,36,2.18e-06,0.003173828125
measure,37,2.18e-06,0.0035400390625
measure,38,2.18e-06,0.0028076171875
measure,39,2.18e-06,0.00537109375
measure,40,2.18e-06,0.0048828125
measure,41,2.18e-06,0.004150390625
measure,42,2.18e-06,0.0186767578125
measure,43,2.18e-06,0.0787353515625
measure,44,2.18e-06,0.0040283203125
measure,45,2.18e-06,0.00244140625
measure,46,2.18e-06,0.024658203125
measure,47,2.18e-06,0.00390625
measure,48,2.18e-06,0.002197265625
measure,49,2.18e-06,0.0042724609375
measure,50,2.18e-06,0.0062255859375
measure,51,2.18e-06,0.004638671875
measure,52,2.18e-06,0.00830078125
measure,53,2.18e-06,0.002197265625
measure,54,2.18e-06,0.0037841796875
measure,55,2.18e-06,0.0057373046875
measure,56,2.18e-06,0.0074462890625
measure,57,2.18e-06,0.0123291015625
measure,58,2.18e-06,0.00439453125
measure,59,2.18e-06,0.006591796875
measure,60,2.18e-06,0.0069580078125
measure,61,2.18e-06,0.0050048828125
measure,62,2.18e-06,0.1510009765625
measure,63,2.18e-06,0.0257568359375
measure,64,2.18e-06,0.004638671875
measure,65,2.18e-06,0.0047607421875
measure,66,2.18e-06,0.0029296875
measure,67,2.18e-06,0.0045166015625
measure,68,2.18e-06,0.003173828125
measure,69,2.18e-06,0.0028076171875
measure,70,2.18e-06,0.0047607421875
measure,71,2.18e-06,0.004638671875
measure,72,2.18e-06,0.0040283203125
measure,73,2.18e-06,0.0037841796875
measure,74,2.18e-06,0.003173828125
measure,75,2.18e-06,0.0050048828125
measure,76,2.18e-06,0.0059814453125
measure,77,2.18e-06,0.0040283203125
measure,78,2.18e-06,0.001953125
measure,79,2.18e-06,0.0037841796875
measure,80,2.18e-06,0.007568359375
measure,81,2.18e-06,0.0023193359375
measure,82,2.18e-06,0.0035400390625
measure,83,2.18e-06,0.0050048828125
measure,84,2.18e-06,0.006103515625
measure,85,2.18e-06,0.005615234375
measure,86,2.18e-06,0.02294921875
measure,87,2.18e-06,0.0396728515625
measure,88,2.18e-06,0.00341796875
measure,89,2.18e-06,0.0040283203125
measure,90,2.18e-06,0.0030517578125
measure,91,2.18e-06,0.0245361328125
measure,92,2.18e-06,0.0198974609375
measure,93,2.18e-06,0.032470703125
measure,94,2.18e-06,0.00732421875
measure,95,2.18e-06,0.004638671875
measure,96,2.18e-06,0.0069580078125
measure,97,2.18e-06,0.0042724609375
measure,98,2.18e-06,0.0032958984375
measure,99,2.18e-06,0.0042724609375
measure,100,2.18e-06,0.002685546875
measure,101,2.18e-06,0.00341796875
measure,102,2.18e-06,0.00341796875
measure,103,2.18e-06,0.0025634765625
measure,104,2.18e-06,0.0025634765625
measure,105,2.18e-06,0.004638671875
measure,106,2.18e-06,0.012451171875
measure,107,2.18e-06,0.00830078125
measure,108,2.18e-06,0.0047607421875
measure,109,2.18e-06,0.00341796875
measure,110,2.18e-06,0.0030517578125
measure,111,2.18e-06,0.0057373046875
measure,112,2.18e-06,0.00341796875
measure,113,2.18e-06,0.00244140625
measure,114,2.18e-06,0.0089111328125
measure,115,2.18e-06,0.0079345703125
measure,116,2.18e-06,0.0009765625
measure,117,2.18e-06,0.003173828125
measure,118,2.18e-06,0.040283203125
measure,119,2.18e-06,0.0029296875
measure,120,2.18e-06,0.003662109375
measure,121,2.18e-06,0.0040283203125
measure,122,2.18e-06,0.002685546875
measure,123,2.18e-06,0.003173828125
measure,124,2.18e-06,0.0035400390625
measure,125,2.18e-06,0.0042724609375
measure,126,2.18e-06,0.003662109375
measure,127,2.18e-06,0.0057373046875
measure,128,2.18e-06,0.0068359375
measure,129,2.18e-06,0.0025634765625
measure,130,2.18e-06,0.0020751953125
measure,131,2.18e-06,0.0052490234375
measure,132,2.18e-06,0.0028076171875
measure,133,2.18e-06,0.00830078125
measure,134,2.18e-06,0.0035400390625
measure,135,2.18e-06,0.0048828125
measure,136,2.18e-06,0.0029296875
measure,137,2.18e-06,0.0064697265625
measure,138,2.18e-06,0.00341796875
measure,139,2.18e-06,0.003173828125
measure,140,2.18e-06,0.0076904296875
measure,141,2.18e-06,0.0084228515625
measure,142,2.18e-06,0.0035400390625
measure,143,2.18e-06,0.045166015625
measure,144,2.18e-06,0.00439453125
measure,145,2.18e-06,0.0078125
measure,146,2.18e-06,0.0048828125
measure,147,2.18e-06,0.0048828125
measure,148,2.18e-06,0.003662109375
measure,149,2.18e-06,0.0037841796875
measure,150,2.18e-06,0.0023193359375
measure,151,2.18e-06,0.0050048828125
measure,152,2.18e-06,0.0140380859375
measure,153,2.18e-06,0.0130615234375
measure,154,2.18e-06,0.0118408203125
measure,155,2.18e-06,0.0020751953125
delay,0,,
delay,1,,
delay,2,,
delay,3,,
delay,4,,
delay,5,,
delay,6,,
delay,7,,
delay,8,,
delay,9,,
delay,10,,
delay,11,,
delay,12,,
delay,13,,
delay,14,,
delay,15,,
delay,16,,
delay,17,,
delay,18,,
delay,19,,
delay,20,,
delay,21,,
delay,22,,
delay,23,,
delay,24,,
delay,25,,
delay,26,,
delay,27,,
delay,28,,
delay,29,,
delay,30,,
delay,31,,
delay,32,,
delay,33,,
delay,34,,
delay,35,,
delay,36,,
delay,37,,
delay,38,,
delay,39,,
delay,40,,
delay,41,,
delay,42,,
delay,43,,
delay,44,,
delay,45,,
delay,46,,
delay,47,,
delay,48,,
delay,49,,
delay,50,,
delay,51,,
delay,52,,
delay,53,,
delay,54,,
delay,55,,
delay,56,,
delay,57,,
delay,58,,
delay,59,,
delay,60,,
delay,61,,
delay,62,,
delay,63,,
delay,64,,
delay,65,,
delay,66,,
delay,67,,
delay,68,,
delay,69,,
delay,70,,
delay,71,,
delay,72,,
delay,73,,
delay,74,,
delay,75,,
delay,76,,
delay,77,,
delay,78,,
delay,79,,
delay,80,,
delay,81,,
delay,82,,
delay,83,,
delay,84,,
delay,85,,
delay,86,,
delay,87,,
delay,88,,
delay,89,,
delay,90,,
delay,91,,
delay,92,,
delay,93,,
delay,94,,
delay,95,,
delay,96,,
delay,97,,
delay,98,,
delay,99,,
delay,100,,
delay,101,,
delay,102,,
delay,103,,
delay,104,,
delay,105,,
delay,106,,
delay,107,,
delay,108,,
delay,109,,
delay,110,,
delay,111,,
delay,112,,
delay,113,,
delay,114,,
delay,115,,
delay,116,,
delay,117,,
delay,118,,
delay,119,,
delay,120,,
delay,121,,
delay,122,,
delay,123,,
delay,124,,
delay,125,,
delay,126,,
delay,127,,
delay,128,,
delay,129,,
delay,130,,
delay,131,,
delay,132,,
delay,133,,
delay,134,,
delay,135,,
delay,136,,
delay,137,,
delay,138,,
delay,139,,
delay,140,,
delay,141,,
delay,142,,
delay,143,,
delay,144,,
delay,145,,
delay,146,,
delay,147,,
delay,148,,
delay,149,,
delay,150,,
delay,151,,
delay,152,,
delay,153,,
delay,154,,
delay,155,,
x,0,3.2e-08,0.0001654943325514319
x,1,3.2e-08,0.0001313048506038872
x,2,3.2e-08,0.00014168160537988433
